origin_airport_name,destination_airport_name,count
Incheon International Airport,Helsinki Vantaa Airport,14
London Heathrow Airport,Phoenix Sky Harbor International Airport,14
Cairo International Airport,Domodedovo International Airport,10
Logan International Airport,Narita International Airport,14
