origin_airport_name,destination_airport_name,count
Hong Kong International Airport,Memphis International Airport,14
Chicago O'Hare International Airport,Narita International Airport,28
Los Angeles / Tom Bradley International Airport,Ellison Onizuka Kona International Airport at Keahole,14
Montreal / Pierre Elliott Trudeau International Airport,Vancouver International Airport,14
Antalya International Airport,Birmingham International Airport,3
