origin_airport_name,destination_airport_name,count
Zürich Airport,Suvarnabhumi Airport,28
Montreal / Pierre Elliott Trudeau International Airport,Narita International Airport,14
Teterboro Airport,Hartsfield Jackson Atlanta International Airport,12
