destination_airport_name,count
Bandaranaike International Colombo Airport,42
Luis Munoz Marin International Airport,28
Humberto Delgado Airport (Lisbon Portela Airport),14
Long Beach Airport (Daugherty Field),14
Blaise Diagne International Airport,14
