origin_airport_name,destination_airport_name,count
London Heathrow Airport,Los Angeles / Tom Bradley International Airport,140
London Heathrow Airport,Rajiv Gandhi International Airport,20
Singapore Changi Airport,Newark Liberty International Airport,20
Sheremetyevo International Airport,Yelizovo Airport,20
Hazrat Shahjalal International Airport,Cairo International Airport,20
Daniel K Inouye International Airport,Phoenix Sky Harbor International Airport,9
