origin_airport_name,destination_airport_name,count
Amsterdam Airport Schiphol,Guarulhos - Governador André Franco Montoro International Airport,20
Félix-Houphouët-Boigny International Airport,John F Kennedy International Airport,20
Beijing Capital International Airport,Malpensa International Airport,20
Soekarno-Hatta International Airport,Hamad International Airport,7
