origin_airport_name,destination_airport_name,count
King Abdulaziz International Airport,Adisumarmo International Airport,40
Los Angeles / Tom Bradley International Airport,Logan International Airport,20
Singapore Changi Airport,Brisbane International Airport,20
Kuala Lumpur International Airport,Narita International Airport,20
Suvarnabhumi Airport,Hamad International Airport,20
San Francisco International Airport,Logan International Airport,25
