destination_airport_name,count
Bandaranaike International Colombo Airport,51
Luis Munoz Marin International Airport,34
Humberto Delgado Airport (Lisbon Portela Airport),17
Long Beach Airport (Daugherty Field),17
Blaise Diagne International Airport,17
