origin_airport_name,destination_airport_name,count
Melbourne International Airport,Abu Dhabi International Airport,5
Frankfurt Airport,Sir Seewoosagur Ramgoolam International Airport,5
Tan Son Nhat International Airport,Frankfurt Airport,5
Kazan International Airport,Yakutsk Airport,5
