origin_airport_name,destination_airport_name,count
Frankfurt Airport,San Antonio International Airport,5
İstanbul Airport,John F Kennedy International Airport,5
Washington Dulles International Airport,Los Angeles / Tom Bradley International Airport,5
Cincinnati Northern Kentucky International Airport,Malpensa International Airport,5
Frankfurt Airport,Ashgabat International Airport,5
