destination_airport_name,count
Bandaranaike International Colombo Airport,3
Luis Munoz Marin International Airport,2
Humberto Delgado Airport (Lisbon Portela Airport),1
Long Beach Airport (Daugherty Field),1
Blaise Diagne International Airport,1
