timeline,latitude,longitude,id,icao_24bit,heading,altitude,ground_speed,aircraft_code,registration,time,origin_airport_iata,destination_airport_iata,number,airline_iata,on_ground,vertical_speed,callsign,airline_icao,origin_airport_name,origin_airport_coordinates,destination_airport_name,destination_airport_coordinates,airline_name,aircraft_name,manufacturer
2024-05-30 18:31:22,37.6113,-122.3867,3570486a,AD5480,115,0,0,A21N,N958XV,1717086672,MIA,SFO,AA2933,AA,1,0,AAL2933,AAL,Miami International Airport,"25.79319953918457, -80.29060363769531",San Francisco International Airport,"37.61899948120117, -122.375",American Airlines,Airbus A321neo,Airbus
2024-05-30 18:31:22,60.8455,-112.0733,3570496b,394A12,219,34000,477,B77W,F-GSQS,1717086675,CDG,YVR,AF374,AF,0,0,AFR374G,AFR,Charles de Gaulle International Airport,"49.012798, 2.55",Vancouver International Airport,"49.193901062, -123.183998108",Air France,Boeing 777-300ER,Boeing
2024-05-30 18:31:22,39.7037,-86.2956,3570b84e,A0AAA0,315,0,0,B763,N142FE,1717086675,PIT,IND,FX1622,FX,1,0,FDX1622,FDX,Pittsburgh International Airport,"40.49150085, -80.23290253",Indianapolis International Airport,"39.7173, -86.294403",Fedex,Boeing 767-300,Boeing
2024-05-30 18:31:22,-33.5718,179.5195,3570c52d,7C8071,223,41996,428,B789,VH-ZNN,1717086674,JFK,AKL,QF4,QF,0,0,QFA4,QFA,John F Kennedy International Airport,"40.639447, -73.779317",Auckland International Airport,"-37.01199, 174.786331",Qantas,Boeing 787-9,Boeing
2024-05-30 18:31:22,52.3312,5.7339,3570ed18,71C218,269,8325,241,B77W,HL8218,1717086675,ICN,AMS,KE925,KE,0,-1024,KAL925,KAL,Incheon International Airport,"37.46910095214844, 126.45099639892578",Amsterdam Airport Schiphol,"52.308601, 4.76389",Korean Air,Boeing 777-300ER,Boeing
2024-05-30 18:31:22,-25.9343,27.8286,3570f283,A6745A,123,15350,362,A359,N515DN,1717086677,ATL,JNB,DL200,DL,0,-1344,DAL200,DAL,Hartsfield Jackson Atlanta International Airport,"33.6367, -84.428101",OR Tambo International Airport,"-26.1392, 28.246",Delta Air Lines,Airbus A350-900,Airbus
2024-05-30 18:31:22,37.7187,-122.2175,3570f2ca,AAA39A,90,0,0,B752,N785FD,1717086674,BOI,OAK,FX1813,FX,1,0,FDX1813,FDX,Boise Air Terminal/Gowen Field,"43.5644, -116.223",Metropolitan Oakland International Airport,"37.721298, -122.221001",Fedex,Boeing 757-200,Boeing
2024-05-30 18:31:22,31.154,122.3065,3570fea5,780DA9,306,3123,232,B77L,B-2027,1717086670,LAX,PVG,CZ420,CZ,0,0,CSN420,CSN,Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Shanghai Pudong International Airport,"31.1434, 121.805",China Southern Airlines,Boeing 777-200LR,Boeing
2024-05-30 18:31:22,21.9204,62.175,3570ffb4,06A12C,298,39996,512,A35K,A7-ANP,1717086678,AKL,DOH,QR921,QR,0,0,QTR3J,QTR,Auckland International Airport,"-37.01199, 174.786331",Hamad International Airport,"25.273056, 51.608056",Qatar Airways,Airbus A350-1000,Airbus
2024-05-30 18:31:22,40.9605,-74.5421,357107d8,780A5B,98,20400,412,B77W,B-KQK,1717086676,HKG,JFK,CX830,CX,0,-1728,CPA830,CPA,Hong Kong International Airport,"22.308901, 113.915001",John F Kennedy International Airport,"40.639447, -73.779317",Cathay Pacific,Boeing 777-300ER,Boeing
2024-05-30 18:31:22,-25.1924,26.6759,35710923,A4095F,127,31250,537,B789,N35953,1717086676,EWR,JNB,UA188,UA,0,-2048,UAL188,UAL,Newark Liberty International Airport,"40.692501, -74.168701",OR Tambo International Airport,"-26.1392, 28.246",United Airlines,Boeing 787-9,Boeing
2024-05-30 18:31:22,-31.3076,167.4407,3571182e,7C8067,244,38975,459,B789,VH-ZND,1717086676,DFW,MEL,QF22,QF,0,-64,QFA22,QFA,Dallas Fort Worth International Airport,"32.896801, -97.038002",Melbourne International Airport,"-37.673302, 144.843002",Qantas,Boeing 787-9,Boeing
2024-05-30 18:31:22,39.7051,-86.2923,35711bed,A0F99E,322,0,0,B763,N162FE,1717086677,CLT,IND,FX1635,FX,1,0,FDX1635,FDX,Charlotte Douglas International Airport,"35.2140007019043, -80.94309997558594",Indianapolis International Airport,"39.7173, -86.294403",Fedex,Boeing 767-300,Boeing
2024-05-30 18:31:22,27.6275,79.719,35712b41,76CCE5,138,41000,512,A359,9V-SGE,1717086676,JFK,SIN,SQ23,SQ,0,0,SIA23,SIA,John F Kennedy International Airport,"40.639447, -73.779317",Singapore Changi Airport,"1.35019, 103.994003",Singapore Airlines,Airbus A350-900,Airbus
2024-05-30 18:31:22,37.3408,73.09,35712cf6,A47FD9,126,38975,490,B789,N38950,1717086670,EWR,DEL,UA82,UA,0,0,UAL82,UAL,Newark Liberty International Airport,"40.692501, -74.168701",Indira Gandhi International Airport,"28.55563, 77.09519",United Airlines,Boeing 787-9,Boeing
2024-05-30 18:31:22,39.5852,143.2461,35712d8e,A64924,237,40000,410,A359,N504DN,1717086676,ATL,ICN,DL27,DL,0,0,DAL27,DAL,Hartsfield Jackson Atlanta International Airport,"33.6367, -84.428101",Incheon International Airport,"37.46910095214844, 126.45099639892578",Delta Air Lines,Airbus A350-900,Airbus
2024-05-30 18:31:22,40.619,139.8681,35713321,758525,195,40000,460,A359,RP-C3501,1717086677,YYZ,MNL,PR119,PR,0,0,PAL119,PAL,Toronto Lester B. Pearson International Airport,"43.6772, -79.6306",Ninoy Aquino International Airport,"14.5086, 121.019997",Philippine Airlines,Airbus A350-900,Airbus
2024-05-30 18:31:22,29.7252,75.6625,35713618,C0174D,130,24275,443,B77L,C-FIVK,1717086675,YYZ,DEL,AC42,AC,0,-1600,ACA42,ACA,Toronto Lester B. Pearson International Airport,"43.6772, -79.6306",Indira Gandhi International Airport,"28.55563, 77.09519",Air Canada,Boeing 777-200LR,Boeing
2024-05-30 18:31:22,51.3921,3.2832,357140d3,4073CE,289,40000,467,B789,G-VBEL,1717086676,PVG,LHR,VS251,VS,0,-64,VIR251,VIR,Shanghai Pudong International Airport,"31.1434, 121.805",London Heathrow Airport,"51.4706, -0.461941",Virgin Atlantic,Boeing 787-9,Boeing
2024-05-30 18:31:22,55.6488,12.7038,35714270,4ACA65,221,800,140,A359,SE-RSE,1717086677,HND,CPH,SK984,SK,0,-768,SAS984,SAS,Tokyo Haneda International Airport,"35.552299, 139.779999",Copenhagen Kastrup Airport,"55.617900848389, 12.656000137329",Scandinavian Airlines,Airbus A350-900,Airbus
2024-05-30 18:31:22,40.9013,8.3996,3571427c,71C078,258,39000,428,A359,HL8078,1717086675,ICN,BCN,OZ511,OZ,0,0,AAR511,AAR,Incheon International Airport,"37.46910095214844, 126.45099639892578",Josep Tarradellas Barcelona-El Prat Airport,"41.2971, 2.07846",Asiana Airlines,Airbus A350-900,Airbus
2024-05-30 18:31:22,51.7741,2.0528,3571433b,780AAD,265,28825,422,A359,B-LRJ,1717086673,HKG,LHR,CX239,CX,0,-1600,CPA239,CPA,Hong Kong International Airport,"22.308901, 113.915001",London Heathrow Airport,"51.4706, -0.461941",Cathay Pacific,Airbus A350-900,Airbus
2024-05-30 18:31:22,51.1191,7.7831,35714437,71C251,286,36000,468,B77L,HL8251,1717086677,ICN,LHR,KE503,KE,0,0,KAL503,KAL,Incheon International Airport,"37.46910095214844, 126.45099639892578",London Heathrow Airport,"51.4706, -0.461941",Korean Air,Boeing 777-200LR,Boeing
2024-05-30 18:31:22,43.5524,20.4991,357144f9,4CAD44,261,40000,472,A359,EI-IFA,1717086675,HND,FCO,AZ793,AZ,0,0,ITY793,ITY,Tokyo Haneda International Airport,"35.552299, 139.779999",Rome–Fiumicino Leonardo da Vinci International Airport,"41.804532, 12.251998",Alitalia,Airbus A350-900,Airbus
2024-05-30 18:31:22,51.9342,7.9909,35714644,484415,294,35850,484,B772,PH-BQL,1717086676,PVG,AMS,KL896,KL,0,-3008,KLM896,KLM,Shanghai Pudong International Airport,"31.1434, 121.805",Amsterdam Airport Schiphol,"52.308601, 4.76389",KLM,Boeing 777-200,Boeing
2024-05-30 18:31:22,53.4901,9.5085,357146ba,3C4B28,168,37000,486,B748,D-ABYH,1717086675,HND,FRA,LH717,LH,0,-64,DLH717,DLH,Tokyo Haneda International Airport,"35.552299, 139.779999",Frankfurt Airport,"50.036521, 8.561268",Lufthansa Cargo,Boeing 747-8,Boeing
2024-05-30 18:31:22,49.5579,10.837,357146dc,406F75,293,40000,488,B789,G-ZBKI,1717086677,PVG,LHR,BA168,BA,0,-64,BAW168,BAW,Shanghai Pudong International Airport,"31.1434, 121.805",London Heathrow Airport,"51.4706, -0.461941",British Airways,Boeing 787-9,Boeing
2024-05-30 18:31:22,50.4582,9.7071,35714901,76CD75,213,11350,254,A388,9V-SKU,1717086675,SIN,FRA,SQ326,SQ,0,-960,SIA326,SIA,Singapore Changi Airport,"1.35019, 103.994003",Frankfurt Airport,"50.036521, 8.561268",Singapore Airlines,Airbus A380-800,Airbus
