timeline,latitude,longitude,id,icao_24bit,heading,altitude,ground_speed,aircraft_code,registration,time,origin_airport_iata,destination_airport_iata,number,airline_iata,on_ground,vertical_speed,callsign,airline_icao,origin_airport_name,origin_airport_coordinates,destination_airport_name,destination_airport_coordinates,airline_name,aircraft_name,manufacturer
2024-05-30 08:57:14,39.7083,-86.2909,356d064c,ADE96E,315,0,0,B752,N996FD,1717052224,SLC,IND,FX1661,FX,1,0,FDX1661,FDX,Salt Lake City International Airport,"40.785749, -111.979746",Indianapolis International Airport,"39.7173, -86.294403",Fedex,Boeing 757-200,Boeing
2024-05-30 08:57:14,-14.1812,-40.9697,356df752,344503,210,38000,456,A333,EC-MAA,1717052227,MAD,GRU,IB6827,IB,0,0,IBE6827,IBE,Adolfo Suárez Madrid–Barajas Airport,"40.471926, -3.56264",Guarulhos - Governador André Franco Montoro International Airport,"-23.431944, -46.467778",Iberia,Airbus A330-300,Airbus
2024-05-30 08:57:14,6.7952,101.8251,356eab1b,76CCE4,154,41000,501,A359,9V-SGD,1717052226,EWR,SIN,SQ21,SQ,0,0,SIA21,SIA,Newark Liberty International Airport,"40.692501, -74.168701",Singapore Changi Airport,"1.35019, 103.994003",Singapore Airlines,Airbus A350-900,Airbus
2024-05-30 08:57:14,-34.4229,-58.5025,356f0880,E07246,223,10250,311,A332,LV-GIF,1717052226,FCO,EZE,AR1141,AR,0,-512,ARG1141,ARG,Rome–Fiumicino Leonardo da Vinci International Airport,"41.804532, 12.251998",Minister Pistarini International Airport,"-34.8222, -58.5358",Aerolíneas Argentinas,Airbus A330-200,Airbus
2024-05-30 08:57:14,20.8959,-156.4348,356f2520,A4D7E4,306,0,0,A21N,N411AN,1717052227,PHX,OGG,AA432,AA,1,0,AAL432,AAL,Phoenix Sky Harbor International Airport,"33.435302, -112.005905",Kahului International Airport,"20.898543, -156.431212",American Airlines,Airbus A321neo,Airbus
2024-05-30 08:57:14,53.743,-98.2075,356f3414,76CCE3,126,41000,497,A359,9V-SGC,1717052226,SIN,EWR,SQ22,SQ,0,0,SIA22,SIA,Singapore Changi Airport,"1.35019, 103.994003",Newark Liberty International Airport,"40.692501, -74.168701",Singapore Airlines,Airbus A350-900,Airbus
2024-05-30 08:57:14,37.4436,126.4358,356f73ae,71BA08,324,100,146,B789,HL7208,1717052225,YYZ,ICN,KE74,KE,0,-256,KAL074,KAL,Toronto Lester B. Pearson International Airport,"43.6772, -79.6306",Incheon International Airport,"37.46910095214844, 126.45099639892578",Korean Air,Boeing 787-9,Boeing
2024-05-30 08:57:14,24.9804,121.2681,356f7afa,A5DC31,229,40000,480,B744,N477MC,1717052228,LAX,HKG,5Y8602,5Y,0,0,GTI8602,GTI,Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Hong Kong International Airport,"22.308901, 113.915001",Atlas Air,Boeing 747-400,Boeing
2024-05-30 08:57:14,35.9283,131.4872,356f7e8c,71BE32,260,37975,413,B748,HL7632,1717052227,ATL,ICN,KE36,KE,0,0,KAL036,KAL,Hartsfield Jackson Atlanta International Airport,"33.6367, -84.428101",Incheon International Airport,"37.46910095214844, 126.45099639892578",Korean Air,Boeing 747-8,Boeing
2024-05-30 08:57:14,31.1377,121.7864,356f7f36,780BB8,343,0,23,B77L,B-2097,1717052204,ORD,PVG,CAO1012,CA,1,0,CAO1012,CAO,Chicago O'Hare International Airport,"41.9786, -87.9048",Shanghai Pudong International Airport,"31.1434, 121.805",Air China,Boeing 777-200LR,Boeing
2024-05-30 08:57:14,48.9808,-3.4804,356f80e9,4ACA07,184,37025,474,B738,SE-RPG,1717052227,OSL,AGP,DY1800,DY,0,0,NOZ8AG,NOZ,"Oslo Airport, Gardermoen","60.193901, 11.1004",Málaga-Costa del Sol Airport,"36.6749, -4.49911",Norwegian Air Shuttle (NAS),Boeing 737-800,Unknown
2024-05-30 08:57:14,28.551,77.0749,356f8120,8004DE,104,0,0,B77W,VT-ALP,1717052228,ORD,DEL,AI126,AI,1,0,AIC126,AIC,Chicago O'Hare International Airport,"41.9786, -87.9048",Indira Gandhi International Airport,"28.55563, 77.09519",Air India,Boeing 777-300ER,Boeing
2024-05-30 08:57:14,48.4539,108.9659,356f821c,780A19,139,37100,500,B77W,B-KPX,1717052227,JFK,HKG,CX831,CX,0,0,CPA831,CPA,John F Kennedy International Airport,"40.639447, -73.779317",Hong Kong International Airport,"22.308901, 113.915001",Cathay Pacific,Boeing 777-300ER,Boeing
2024-05-30 08:57:14,36.1153,133.1209,356f82d1,71BA03,262,30000,432,B77W,HL7203,1717052226,BOS,ICN,KE92,KE,0,0,KAL092,KAL,Logan International Airport,"42.3643, -71.005203",Incheon International Airport,"37.46910095214844, 126.45099639892578",Korean Air,Boeing 777-300ER,Boeing
2024-05-30 08:57:14,48.5756,10.0999,356f84d9,4D0103,288,33900,425,B748,LX-VCA,1717052226,HKG,LUX,CV7333,CV,0,-1088,CLX47JM,CLX,Hong Kong International Airport,"22.308901, 113.915001",Luxembourg-Findel International Airport,"49.6233333, 6.2044444",Cargolux,Boeing 747-8,Boeing
2024-05-30 08:57:14,36.9997,136.4538,356f85a9,71BF71,244,40000,424,A359,HL7771,1717052226,JFK,ICN,OZ221,OZ,0,0,AAR221,AAR,John F Kennedy International Airport,"40.639447, -73.779317",Incheon International Airport,"37.46910095214844, 126.45099639892578",Asiana Airlines,Airbus A350-900,Airbus
2024-05-30 08:57:14,36.3206,128.8768,356f8e3d,71BA09,304,24850,334,B789,HL7209,1717052227,DFW,ICN,KE32,KE,0,-2560,KAL032,KAL,Dallas Fort Worth International Airport,"32.896801, -97.038002",Incheon International Airport,"37.46910095214844, 126.45099639892578",Korean Air,Boeing 787-9,Boeing
2024-05-30 08:57:14,51.652,-0.0046,356f922f,76CDC3,273,8975,234,B77W,9V-SNC,1717052225,SIN,LHR,SQ306,SQ,0,-64,SIA306,SIA,Singapore Changi Airport,"1.35019, 103.994003",London Heathrow Airport,"51.4706, -0.461941",Singapore Airlines,Boeing 777-300ER,Boeing
2024-05-30 08:57:14,47.2154,18.3313,356f9298,4D012C,288,34000,470,B744,LX-ICL,1717052229,PVG,LUX,CV9873,CV,0,0,CLX83NF,CLX,Shanghai Pudong International Airport,"31.1434, 121.805",Luxembourg-Findel International Airport,"49.6233333, 6.2044444",Cargolux,Boeing 747-400,Boeing
2024-05-30 08:57:14,37.4218,137.5972,356f92f6,71BE19,245,40000,410,A388,HL7619,1717052227,JFK,ICN,KE82,KE,0,-64,KAL082,KAL,John F Kennedy International Airport,"40.639447, -73.779317",Incheon International Airport,"37.46910095214844, 126.45099639892578",Korean Air,Airbus A380-800,Airbus
2024-05-30 08:57:14,35.8274,130.7389,356f96d3,71C007,264,38000,414,B77W,HL8007,1717052226,ORD,ICN,KE38,KE,0,64,KAL038,KAL,Chicago O'Hare International Airport,"41.9786, -87.9048",Incheon International Airport,"37.46910095214844, 126.45099639892578",Korean Air,Boeing 777-300ER,Boeing
2024-05-30 08:57:14,36.2153,134.0807,356f990a,71C006,262,38000,409,B77W,HL8006,1717052227,IAD,ICN,KE94,KE,0,0,KAL094,KAL,Washington Dulles International Airport,"38.9445, -77.455803",Incheon International Airport,"37.46910095214844, 126.45099639892578",Korean Air,Boeing 777-300ER,Boeing
2024-05-30 08:57:14,-26.3485,149.8524,356f9a4e,06A2C7,78,37000,601,B77W,A7-BEX,1717052228,DOH,BNE,QR898,QR,0,0,QTR4E,QTR,Hamad International Airport,"25.273056, 51.608056",Brisbane International Airport,"-27.384199142456055, 153.11700439453125",Qatar Airways,Boeing 777-300ER,Boeing
2024-05-30 08:57:14,-35.3162,153.6799,356f9b2f,7C8065,323,39975,468,B789,VH-ZNB,1717052228,SCL,SYD,QF28,QF,0,64,QFA28,QFA,Comodoro Arturo Merino Benítez International Airport,"-33.393001556396484, -70.78579711914062",Sydney Kingsford Smith International Airport,"-33.94609832763672, 151.177001953125",Qantas,Boeing 787-9,Boeing
2024-05-30 08:57:14,31.495,50.5639,356fa174,89644D,144,37000,510,B77W,A6-EPX,1717052226,DFW,DXB,EK222,EK,0,0,UAE4M,UAE,Dallas Fort Worth International Airport,"32.896801, -97.038002",Dubai International Airport,"25.2527999878, 55.3643989563",Emirates,Boeing 777-300ER,Boeing
2024-05-30 08:57:14,38.1461,118.5825,356fa5ef,A1C82A,349,34100,412,B77W,N2138U,1717052229,SFO,PEK,UA888,UA,0,0,UAL888,UAL,San Francisco International Airport,"37.61899948120117, -122.375",Beijing Capital International Airport,"40.080101013183594, 116.58499908447266",United Airlines,Boeing 777-300ER,Boeing
2024-05-30 08:57:14,35.9807,134.6642,356fa628,C038CC,268,39975,425,B789,C-FVNF,1717052227,YYZ,ICN,AC61,AC,0,-64,ACA061,ACA,Toronto Lester B. Pearson International Airport,"43.6772, -79.6306",Incheon International Airport,"37.46910095214844, 126.45099639892578",Air Canada,Boeing 787-9,Boeing
