timeline,latitude,longitude,id,icao_24bit,heading,altitude,ground_speed,aircraft_code,registration,time,origin_airport_iata,destination_airport_iata,number,airline_iata,on_ground,vertical_speed,callsign,airline_icao,origin_airport_name,origin_airport_coordinates,destination_airport_name,destination_airport_coordinates,airline_name,aircraft_name,manufacturer
2024-05-31 09:18:10,37.7187,-122.2175,3570f2ca,AAA39A,129,0,0,B752,N785FD,1717139878,BOI,OAK,FX1813,FX,1,0,FDX1813,FDX,Boise Air Terminal/Gowen Field,"43.5644, -116.223",Metropolitan Oakland International Airport,"37.721298, -122.221001",Fedex,Boeing 757-200,Boeing
2024-05-31 09:18:10,61.1905,-150.0032,3571f116,AC50FA,180,0,0,B77L,N893FD,1717139878,OAK,ANC,FX37,FX,1,0,FDX37,FDX,Metropolitan Oakland International Airport,"37.721298, -122.221001",Ted Stevens Anchorage International Airport,"61.1744, -149.996002",Fedex,Boeing 777-200LR,Boeing
2024-05-31 09:18:10,6.268,102.0714,3572b0bc,76CCE3,158,41000,500,A359,9V-SGC,1717139881,EWR,SIN,SQ21,SQ,0,0,SIA21,SIA,Newark Liberty International Airport,"40.692501, -74.168701",Singapore Changi Airport,"1.35019, 103.994003",Singapore Airlines,Airbus A350-900,Airbus
2024-05-31 09:18:10,47.9105,-103.0836,357353dd,76CCE6,102,41000,518,A359,9V-SGF,1717139882,SIN,EWR,SQ22,SQ,0,0,SIA22,SIA,Singapore Changi Airport,"1.35019, 103.994003",Newark Liberty International Airport,"40.692501, -74.168701",Singapore Airlines,Airbus A350-900,Airbus
2024-05-31 09:18:10,25.519,121.6184,35735bd7,899121,227,8800,236,B77L,B-16781,1717139868,ORD,TPE,BR653,BR,0,-896,EVA653,EVA,Chicago O'Hare International Airport,"41.9786, -87.9048",Taiwan Taoyuan International Airport,"25.0777, 121.233002",EVA Air,Boeing 777-200LR,Boeing
2024-05-31 09:18:10,49.5443,7.0912,35736d21,4D0112,301,11500,304,B748,LX-VCI,1717139881,PVG,LUX,CV9984,CV,0,-1024,CLX98TP,CLX,Shanghai Pudong International Airport,"31.1434, 121.805",Luxembourg-Findel International Airport,"49.6233333, 6.2044444",Cargolux,Boeing 747-8,Boeing
2024-05-31 09:18:10,37.0548,127.5826,35737c14,71C381,303,17375,330,A359,HL8381,1717139882,JFK,ICN,OZ221,OZ,0,-1984,AAR221,AAR,John F Kennedy International Airport,"40.639447, -73.779317",Incheon International Airport,"37.46910095214844, 126.45099639892578",Asiana Airlines,Airbus A350-900,Airbus
2024-05-31 09:18:10,35.2666,140.0134,357381f1,AC2567,249,5225,243,B788,N882BL,1717139881,DFW,HND,AA175,AA,0,-64,AAL175,AAL,Dallas Fort Worth International Airport,"32.896801, -97.038002",Tokyo Haneda International Airport,"35.552299, 139.779999",American Airlines,Boeing 787-8,Boeing
2024-05-31 09:18:10,36.1164,129.3403,35738498,71BE33,299,38000,416,B748,HL7633,1717139882,ATL,ICN,KE36,KE,0,0,KAL036,KAL,Hartsfield Jackson Atlanta International Airport,"33.6367, -84.428101",Incheon International Airport,"37.46910095214844, 126.45099639892578",Korean Air,Boeing 747-8,Boeing
2024-05-31 09:18:10,28.5433,77.0839,35738595,800583,284,0,96,B77W,VT-ALT,1717139881,ORD,DEL,AI126,AI,1,0,AIC126,AIC,Chicago O'Hare International Airport,"41.9786, -87.9048",Indira Gandhi International Airport,"28.55563, 77.09519",Air India,Boeing 777-300ER,Boeing
2024-05-31 09:18:10,36.0039,129.6747,357385fc,71C347,296,34000,422,B77W,HL8347,1717139879,BOS,ICN,KE92,KE,0,0,KAL092,KAL,Logan International Airport,"42.3643, -71.005203",Incheon International Airport,"37.46910095214844, 126.45099639892578",Korean Air,Boeing 777-300ER,Boeing
2024-05-31 09:18:10,28.5526,77.0807,35738a11,800582,59,0,11,B77W,VT-ALS,1717139880,YVR,DEL,AI186,AI,1,0,AIC186,AIC,Vancouver International Airport,"49.193901062, -123.183998108",Indira Gandhi International Airport,"28.55563, 77.09519",Air India,Boeing 777-300ER,Boeing
2024-05-31 09:18:10,10.3313,117.7747,35738b0f,76CD46,233,39000,531,A359,9V-SJF,1717139880,SEA,SIN,SQ27,SQ,0,-64,SIA27,SIA,Seattle–Tacoma International Airport,"47.449162, -122.311134",Singapore Changi Airport,"1.35019, 103.994003",Singapore Airlines,Airbus A350-900,Airbus
2024-05-31 09:18:10,36.411,134.9261,35738dfb,71C081,243,39975,406,B789,HL8081,1717139879,DFW,ICN,KE32,KE,0,0,KAL032,KAL,Dallas Fort Worth International Airport,"32.896801, -97.038002",Incheon International Airport,"37.46910095214844, 126.45099639892578",Korean Air,Boeing 787-9,Boeing
2024-05-31 09:18:10,35.8917,131.2633,35738f7e,71BE22,261,40000,405,A388,HL7622,1717139882,JFK,ICN,KE82,KE,0,0,KAL082,KAL,John F Kennedy International Airport,"40.639447, -73.779317",Incheon International Airport,"37.46910095214844, 126.45099639892578",Korean Air,Airbus A380-800,Airbus
2024-05-31 09:18:10,35.8556,130.4735,35738f94,71C010,278,38000,403,B77W,HL8010,1717139881,IAD,ICN,KE94,KE,0,0,KAL094,KAL,Washington Dulles International Airport,"38.9445, -77.455803",Incheon International Airport,"37.46910095214844, 126.45099639892578",Korean Air,Boeing 777-300ER,Boeing
2024-05-31 09:18:10,51.4653,-0.3259,357396e5,76CEF9,269,1325,154,B77W,9V-SWY,1717139882,SIN,LHR,SQ306,SQ,0,-704,SIA306,SIA,Singapore Changi Airport,"1.35019, 103.994003",London Heathrow Airport,"51.4706, -0.461941",Singapore Airlines,Boeing 777-300ER,Boeing
2024-05-31 09:18:10,38.7304,-127.735,35739b9c,AA7F8D,114,35000,533,B77L,N776CK,1717139882,HKG,LAX,K4287,K4,0,0,CKS287,DHK,Hong Kong International Airport,"22.308901, 113.915001",Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",ALS,Boeing 777-200LR,Boeing
2024-05-31 09:18:10,36.5287,128.5613,35739e2d,C08509,303,37675,410,B789,C-GYJW,1717139882,YYZ,ICN,AC61,AC,0,-2560,ACA061,ACA,Toronto Lester B. Pearson International Airport,"43.6772, -79.6306",Incheon International Airport,"37.46910095214844, 126.45099639892578",Air Canada,Boeing 787-9,Boeing
2024-05-31 09:18:10,39.8758,116.6461,3573a138,A1C7C1,353,3025,185,B77W,N2135U,1717139868,SFO,PEK,UA888,UA,0,0,UAL888,UAL,San Francisco International Airport,"37.61899948120117, -122.375",Beijing Capital International Airport,"40.080101013183594, 116.58499908447266",United Airlines,Boeing 777-300ER,Boeing
2024-05-31 09:18:10,37.169,126.9882,3573a4e1,A661C7,292,7650,258,A359,N510DN,1717139880,DTW,ICN,DL159,DL,0,-2496,DAL159,DAL,Detroit Metropolitan Wayne County Airport,"42.212398529052734, -83.35340118408203",Incheon International Airport,"37.46910095214844, 126.45099639892578",Delta Air Lines,Airbus A350-900,Airbus
2024-05-31 09:18:10,-27.4037,153.1121,3573a5cc,06A2AF,219,0,8,B77W,A7-BEK,1717139867,DOH,BNE,QR898,QR,1,0,QTR4E,QTR,Hamad International Airport,"25.273056, 51.608056",Brisbane International Airport,"-27.384199142456055, 153.11700439453125",Qatar Airways,Boeing 777-300ER,Boeing
2024-05-31 09:18:10,-34.6426,149.7179,3573a671,06A145,34,21850,339,A388,A7-APD,1717139881,DOH,SYD,QR908,QR,0,-896,QTR908,QTR,Hamad International Airport,"25.273056, 51.608056",Sydney Kingsford Smith International Airport,"-33.94609832763672, 151.177001953125",Qatar Airways,Airbus A380-800,Airbus
2024-05-31 09:18:10,17.7924,122.5817,3573a847,A31A57,282,38000,476,B789,N29978,1717139880,LAX,HKG,UA801,UA,0,0,UAL801,UAL,Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Hong Kong International Airport,"22.308901, 113.915001",United Airlines,Boeing 787-9,Boeing
2024-05-31 09:18:10,35.5457,139.77,3573a9d7,840DF8,239,0,0,A35K,JA03WJ,1717139869,JFK,HND,JL5,JL,1,0,JAL5,JAL,John F Kennedy International Airport,"40.639447, -73.779317",Tokyo Haneda International Airport,"35.552299, 139.779999",Japan Airlines,Airbus A350-1000,Airbus
2024-05-31 09:18:10,29.9988,-61.3347,3573aa29,AA92F8,310,38000,444,B772,N78001,1717139859,CPT,EWR,UA1123,UA,0,0,UAL1123,UAL,Cape Town International Airport,"-33.9648017883, 18.6016998291",Newark Liberty International Airport,"40.692501, -74.168701",United Airlines,Boeing 777-200,Boeing
2024-05-31 09:18:10,40.5598,35.5716,3573aed3,89644F,106,37000,482,B77W,A6-EPZ,1717139875,DFW,DXB,EK222,EK,0,0,UAE4M,UAE,Dallas Fort Worth International Airport,"32.896801, -97.038002",Dubai International Airport,"25.2527999878, 55.3643989563",Emirates,Boeing 777-300ER,Boeing
2024-05-31 09:18:10,36.0622,140.2718,3573af72,86951C,232,11350,332,B77W,JA793A,1717139881,JFK,HND,NH109,NH,0,-1024,ANA109,ANA,John F Kennedy International Airport,"40.639447, -73.779317",Tokyo Haneda International Airport,"35.552299, 139.779999",All Nippon Airways,Boeing 777-300ER,Boeing
2024-05-31 09:18:10,46.9582,-50.2769,3573b58c,A9DDB0,258,38000,415,B77W,N735AT,1717139881,DEL,JFK,AA293,AA,0,0,AAL293,AAL,Indira Gandhi International Airport,"28.55563, 77.09519",John F Kennedy International Airport,"40.639447, -73.779317",American Airlines,Boeing 777-300ER,Boeing
2024-05-31 09:18:10,31.1604,122.5784,3573b61a,780C5C,220,15975,372,B77L,B-2092,1717139875,ORD,PVG,CAO8444,CA,0,0,CAO8444,CAO,Chicago O'Hare International Airport,"41.9786, -87.9048",Shanghai Pudong International Airport,"31.1434, 121.805",Air China,Boeing 777-200LR,Boeing
