timeline,latitude,longitude,id,icao_24bit,heading,altitude,ground_speed,aircraft_code,registration,time,origin_airport_iata,destination_airport_iata,number,airline_iata,on_ground,vertical_speed,callsign,airline_icao,origin_airport_name,origin_airport_coordinates,destination_airport_name,destination_airport_coordinates,airline_name,aircraft_name,manufacturer
2024-05-31 00:10:32,37.7187,-122.2175,3570f2ca,AAA39A,90,0,0,B752,N785FD,1717107026,BOI,OAK,FX1813,FX,1,0,FDX1813,FDX,Boise Air Terminal/Gowen Field,"43.5644, -116.223",Metropolitan Oakland International Airport,"37.721298, -122.221001",Fedex,Boeing 757-200,Boeing
2024-05-31 00:10:32,39.7051,-86.2923,35711bed,A0F99E,322,0,0,B763,N162FE,1717107024,CLT,IND,FX1635,FX,1,0,FDX1635,FDX,Charlotte Douglas International Airport,"35.2140007019043, -80.94309997558594",Indianapolis International Airport,"39.7173, -86.294403",Fedex,Boeing 767-300,Boeing
2024-05-31 00:10:32,40.6674,-73.661,357164dc,76CCE2,140,11825,304,A359,9V-SGB,1717107028,SIN,JFK,SQ24,SQ,0,-1024,SIA24,SIA,Singapore Changi Airport,"1.35019, 103.994003",John F Kennedy International Airport,"40.639447, -73.779317",Singapore Airlines,Airbus A350-900,Airbus
2024-05-31 00:10:32,-34.0084,151.8042,357193ab,7C4926,276,12450,272,A388,VH-OQG,1717107026,LAX,SYD,QF12,QF,0,-2240,QFA12,QFA,Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Sydney Kingsford Smith International Airport,"-33.94609832763672, 151.177001953125",Qantas,Airbus A380-800,Airbus
2024-05-31 00:10:32,29.9798,-95.3315,35719651,8964E2,90,0,7,A388,A6-EVK,1717107028,DXB,IAH,EK211,EK,1,0,UAE1Y,UAE,Dubai International Airport,"25.2527999878, 55.3643989563",George Bush Intercontinental Houston Airport,"29.984399795532227, -95.34140014648438",Emirates,Airbus A380-800,Airbus
2024-05-31 00:10:32,34.4665,114.8389,35719997,7805AA,185,38100,478,B77L,B-2075,1717107021,JFK,CAN,CSG2544,CS,0,0,CSG2544,CSG,John F Kennedy International Airport,"40.639447, -73.779317",Guangzhou Baiyun International Airport,"23.392401, 113.299004",Comlux Aruba,Boeing 777-200LR,Boeing
2024-05-31 00:10:32,1.3491,103.9877,35719c0e,A31A56,292,0,3,B789,N29977,1717106978,SFO,SIN,UA1,UA,1,0,UAL1,UAL,San Francisco International Airport,"37.61899948120117, -122.375",Singapore Changi Airport,"1.35019, 103.994003",United Airlines,Boeing 787-9,Boeing
2024-05-31 00:10:32,33.6381,-84.4194,35719c96,A67F8A,272,0,0,A359,N518DZ,1717107026,ICN,ATL,DL188,DL,1,0,DAL188,DAL,Incheon International Airport,"37.46910095214844, 126.45099639892578",Hartsfield Jackson Atlanta International Airport,"33.6367, -84.428101",Delta Air Lines,Airbus A350-900,Airbus
2024-05-31 00:10:32,34.0235,-117.6967,3571a2cb,710110,256,10025,323,B77W,HZ-AK38,1717107028,JED,LAX,SV41,SV,0,-640,SVA041,SVA,King Abdulaziz International Airport,"21.6796, 39.156502",Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Saudia,Boeing 777-300ER,Boeing
2024-05-31 00:10:32,39.8176,116.8503,3571a361,780D2A,243,5900,272,B748,B-2482,1717107022,JFK,PEK,CA982,CA,0,-1472,CCA982,CCA,John F Kennedy International Airport,"40.639447, -73.779317",Beijing Capital International Airport,"40.080101013183594, 116.58499908447266",Air China,Boeing 747-8,Boeing
2024-05-31 00:10:32,3.6702,109.113,3571aae9,76CD44,231,40000,533,A359,9V-SJD,1717107027,LAX,SIN,SQ37,SQ,0,-64,SIA37,SIA,Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Singapore Changi Airport,"1.35019, 103.994003",Singapore Airlines,Airbus A350-900,Airbus
2024-05-31 00:10:32,-36.6136,147.2103,3571ad86,A254D8,236,26000,358,B789,N24974,1717107028,SFO,MEL,UA60,UA,0,64,UAL60,UAL,San Francisco International Airport,"37.61899948120117, -122.375",Melbourne International Airport,"-37.673302, 144.843002",United Airlines,Boeing 787-9,Boeing
2024-05-31 00:10:32,14.5035,121.0043,3571b663,7583EB,19,0,0,B77W,RP-C7778,1717107028,SFO,MNL,PR105,PR,1,0,PAL105,PAL,San Francisco International Airport,"37.61899948120117, -122.375",Ninoy Aquino International Airport,"14.5086, 121.019997",Philippine Airlines,Boeing 777-300ER,Boeing
2024-05-31 00:10:32,37.8072,-78.9895,3571c3b8,C8243A,105,38975,550,B789,ZK-NZM,1717107028,AKL,JFK,NZ2,NZ,0,64,ANZ2,ANZ,Auckland International Airport,"-37.01199, 174.786331",John F Kennedy International Airport,"40.639447, -73.779317",Air New Zealand,Boeing 787-9,Boeing
2024-05-31 00:10:32,61.1899,-150.0029,3571d12b,ABED10,255,0,0,B77L,N868FD,1717107024,IND,ANC,FX29,FX,1,0,FDX29,FDX,Indianapolis International Airport,"39.7173, -86.294403",Ted Stevens Anchorage International Airport,"61.1744, -149.996002",Fedex,Boeing 777-200LR,Boeing
2024-05-31 00:10:32,35.7692,140.3772,3571d797,AC25C4,343,0,0,B77L,N882FD,1717107028,MEM,NRT,FX15,FX,1,0,FDX15,FDX,Memphis International Airport,"35.04240036010742, -89.97669982910156",Narita International Airport,"35.764702, 140.386002",Fedex,Boeing 777-200LR,Boeing
2024-05-31 00:10:32,14.7028,120.7192,3571d81b,758798,200,8525,250,B77W,RP-C7783,1717107028,YVR,MNL,PR117,PR,0,-512,PAL117,PAL,Vancouver International Airport,"49.193901062, -123.183998108",Ninoy Aquino International Airport,"14.5086, 121.019997",Philippine Airlines,Boeing 777-300ER,Boeing
2024-05-31 00:10:32,44.6639,-142.7768,3571daec,80153F,107,38000,515,B77L,VT-AEG,1717107029,BLR,SFO,AI175,AI,0,0,AIC175,AIC,Kempegowda International Airport,"13.1979, 77.706299",San Francisco International Airport,"37.61899948120117, -122.375",Air India,Boeing 777-200LR,Boeing
2024-05-31 00:10:32,46.2222,-95.0875,3571db0b,A65449,118,30450,445,A359,N507DN,1717107026,ICN,MSP,DL170,DL,0,-1024,DAL170,DAL,Incheon International Airport,"37.46910095214844, 126.45099639892578",Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,"44.882, -93.221802",Delta Air Lines,Airbus A350-900,Airbus
2024-05-31 00:10:32,34.3266,135.575,3571e245,8990E3,242,38000,427,B77W,B-16721,1717107028,JFK,TPE,BR31,BR,0,0,EVA031,EVA,John F Kennedy International Airport,"40.639447, -73.779317",Taiwan Taoyuan International Airport,"25.0777, 121.233002",EVA Air,Boeing 777-300ER,Boeing
2024-05-31 00:10:32,15.6399,77.5123,3571e248,89655C,296,40000,529,A388,A6-EVP,1717107027,AKL,DXB,EK449,EK,0,0,UAE1QH,UAE,Auckland International Airport,"-37.01199, 174.786331",Dubai International Airport,"25.2527999878, 55.3643989563",Emirates,Airbus A380-800,Airbus
2024-05-31 00:10:32,35.8734,-86.4994,3571e7e8,A6456D,150,37350,565,A359,N503DN,1717107026,ICN,ATL,DL26,DL,0,-960,DAL26,DAL,Incheon International Airport,"37.46910095214844, 126.45099639892578",Hartsfield Jackson Atlanta International Airport,"33.6367, -84.428101",Delta Air Lines,Airbus A350-900,Airbus
2024-05-31 00:10:32,25.7385,54.0636,3571eb2c,A8397C,108,21075,428,B748,N629UP,1717107026,SDF,DXB,5X76,5X,0,-1856,UPS76,UPS,Louisville Muhammad Ali International Airport,"38.1744, -85.736",Dubai International Airport,"25.2527999878, 55.3643989563",UPS Airlines,Boeing 747-8,Boeing
