timeline,latitude,longitude,id,icao_24bit,heading,altitude,ground_speed,aircraft_code,registration,time,origin_airport_iata,destination_airport_iata,number,airline_iata,on_ground,vertical_speed,callsign,airline_icao,origin_airport_name,origin_airport_coordinates,destination_airport_name,destination_airport_coordinates,airline_name,aircraft_name,manufacturer
2024-05-30 23:37:53,37.7187,-122.2175,3570f2ca,AAA39A,90,0,0,B752,N785FD,1717105064,BOI,OAK,FX1813,FX,1,0,FDX1813,FDX,Boise Air Terminal/Gowen Field,"43.5644, -116.223",Metropolitan Oakland International Airport,"37.721298, -122.221001",Fedex,Boeing 757-200,Boeing
2024-05-30 23:37:53,39.7051,-86.2923,35711bed,A0F99E,322,0,0,B763,N162FE,1717105065,CLT,IND,FX1635,FX,1,0,FDX1635,FDX,Charlotte Douglas International Airport,"35.2140007019043, -80.94309997558594",Indianapolis International Airport,"39.7173, -86.294403",Fedex,Boeing 767-300,Boeing
2024-05-30 23:37:53,41.9358,-78.6487,357164dc,76CCE2,102,41000,531,A359,9V-SGB,1717105064,SIN,JFK,SQ24,SQ,0,0,SIA24,SIA,Singapore Changi Airport,"1.35019, 103.994003",John F Kennedy International Airport,"40.639447, -73.779317",Singapore Airlines,Airbus A350-900,Airbus
2024-05-30 23:37:53,-33.2986,154.6898,357193ab,7C4926,245,40000,378,A388,VH-OQG,1717105065,LAX,SYD,QF12,QF,0,64,QFA12,QFA,Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Sydney Kingsford Smith International Airport,"-33.94609832763672, 151.177001953125",Qantas,Airbus A380-800,Airbus
2024-05-30 23:37:53,30.1642,-94.6794,35719651,8964E2,263,13575,291,A388,A6-EVK,1717105065,DXB,IAH,EK211,EK,0,-768,UAE1Y,UAE,Dubai International Airport,"25.2527999878, 55.3643989563",George Bush Intercontinental Houston Airport,"29.984399795532227, -95.34140014648438",Emirates,Airbus A380-800,Airbus
2024-05-30 23:37:53,39.0461,114.4042,35719997,7805AA,169,38100,533,B77L,B-2075,1717105066,JFK,CAN,CSG2544,CS,0,0,CSG2544,CSG,John F Kennedy International Airport,"40.639447, -73.779317",Guangzhou Baiyun International Airport,"23.392401, 113.299004",Comlux Aruba,Boeing 777-200LR,Boeing
2024-05-30 23:37:53,-33.9407,151.1663,35719a78,C0173E,331,0,5,B77W,C-FIUV,1717105064,YVR,SYD,AC33,AC,1,0,ACA33,ACA,Vancouver International Airport,"49.193901062, -123.183998108",Sydney Kingsford Smith International Airport,"-33.94609832763672, 151.177001953125",Air Canada,Boeing 777-300ER,Boeing
2024-05-30 23:37:53,-37.0083,174.7758,35719a7b,8964B2,340,0,5,A388,A6-EVD,1717105065,DXB,AKL,EK448,EK,1,0,UAE80T,UAE,Dubai International Airport,"25.2527999878, 55.3643989563",Auckland International Airport,"-37.01199, 174.786331",Emirates,Airbus A380-800,Airbus
2024-05-30 23:37:53,25.0972,121.2697,35719ac3,8990E2,229,675,145,B77W,B-16720,1717105063,IAH,TPE,BR51,BR,0,-640,EVA051,EVA,George Bush Intercontinental Houston Airport,"29.984399795532227, -95.34140014648438",Taiwan Taoyuan International Airport,"25.0777, 121.233002",EVA Air,Boeing 777-300ER,Boeing
2024-05-30 23:37:53,1.2657,105.6611,35719c0e,A31A56,232,28250,469,B789,N29977,1717105065,SFO,SIN,UA1,UA,0,-1984,UAL1,UAL,San Francisco International Airport,"37.61899948120117, -122.375",Singapore Changi Airport,"1.35019, 103.994003",United Airlines,Boeing 787-9,Boeing
2024-05-30 23:37:53,33.6381,-84.4194,35719c96,A67F8A,272,0,0,A359,N518DZ,1717105060,ICN,ATL,DL188,DL,1,0,DAL188,DAL,Incheon International Airport,"37.46910095214844, 126.45099639892578",Hartsfield Jackson Atlanta International Airport,"33.6367, -84.428101",Delta Air Lines,Airbus A350-900,Airbus
2024-05-30 23:37:53,36.7218,-114.3324,3571a2cb,710110,208,38000,477,B77W,HZ-AK38,1717105065,JED,LAX,SV41,SV,0,0,SVA041,SVA,King Abdulaziz International Airport,"21.6796, 39.156502",Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Saudia,Boeing 777-300ER,Boeing
2024-05-30 23:37:53,38.015,119.6123,3571a361,780D2A,299,34100,389,B748,B-2482,1717105058,JFK,PEK,CA982,CA,0,0,CCA982,CCA,John F Kennedy International Airport,"40.639447, -73.779317",Beijing Capital International Airport,"40.080101013183594, 116.58499908447266",Air China,Boeing 747-8,Boeing
2024-05-30 23:37:53,-33.8683,151.2644,3571a585,A2A3B5,151,7550,316,B789,N26966,1717105064,SFO,BNE,UA96,UA,0,-384,UAL96,UAL,San Francisco International Airport,"37.61899948120117, -122.375",Brisbane International Airport,"-27.384199142456055, 153.11700439453125",United Airlines,Boeing 787-9,Boeing
2024-05-30 23:37:53,35.7662,140.3788,3571a946,AD727C,50,0,11,B788,N966AM,1717105065,MEX,NRT,AM58,AM,1,0,AMX058,AMX,Aeropuerto Internacional Lic. Benito Juárez,"19.435433, -99.082432",Narita International Airport,"35.764702, 140.386002",AeroMexico,Boeing 787-8,Boeing
2024-05-30 23:37:53,6.7445,112.8839,3571aae9,76CD44,233,40000,533,A359,9V-SJD,1717105065,LAX,SIN,SQ37,SQ,0,64,SIA37,SIA,Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Singapore Changi Airport,"1.35019, 103.994003",Singapore Airlines,Airbus A350-900,Airbus
2024-05-30 23:37:53,-34.3646,151.1107,3571ad86,A254D8,237,27975,442,B789,N24974,1717105065,SFO,MEL,UA60,UA,0,64,UAL60,UAL,San Francisco International Airport,"37.61899948120117, -122.375",Melbourne International Airport,"-37.673302, 144.843002",United Airlines,Boeing 787-9,Boeing
