origin_airport_name,destination_airport_name,count
Incheon International Airport,Hartsfield Jackson Atlanta International Airport,6
Amsterdam Airport Schiphol,Guangzhou Baiyun International Airport,6
Dubai International Airport,Singapore Changi Airport,12
London Heathrow Airport,Baltimore/Washington International Thurgood Marshall Airport,6
Indira Gandhi International Airport,Ngurah Rai (Bali) International Airport,6
