origin_airport_name,destination_airport_name,count
Aeropuerto Internacional Lic. Benito Juárez,Charles de Gaulle International Airport,6
Madeira International Airport Cristiano Ronaldo,Katowice International Airport,6
Hamad International Airport,Tan Son Nhat International Airport,6
