origin_airport_name,destination_airport_name,count
Frankfurt Airport,San Francisco International Airport,12
Shanghai Pudong International Airport,İstanbul Airport,12
Charles de Gaulle International Airport,Sir Seewoosagur Ramgoolam International Airport,6
Seattle–Tacoma International Airport,Orlando International Airport,6
