origin_airport_name,destination_airport_name,count
Beijing Capital International Airport,John F Kennedy International Airport,6
Amsterdam Airport Schiphol,Seattle–Tacoma International Airport,6
Los Angeles / Tom Bradley International Airport,Narita International Airport,12
Toronto Lester B. Pearson International Airport,Incheon International Airport,12
Charlotte Douglas International Airport,Phoenix Sky Harbor International Airport,6
Muscat International Airport,Kuala Lumpur International Airport,6
İstanbul Airport,Aeropuerto Internacional Lic. Benito Juárez,6
