origin_airport_name,destination_airport_name,count
Guangzhou Baiyun International Airport,Melbourne International Airport,6
Cape Town International Airport,İstanbul Airport,6
Mohammed V International Airport,Miami International Airport,6
Sir Seewoosagur Ramgoolam International Airport,İstanbul Airport,6
Taiwan Taoyuan International Airport,İstanbul Airport,6
Chicago O'Hare International Airport,Indira Gandhi International Airport,6
Tribhuvan International Airport,Dubai International Airport,6
Chicago O'Hare International Airport,Ted Stevens Anchorage International Airport,6
Shanghai Pudong International Airport,Budapest Liszt Ferenc International Airport,6
Tenerife Sur Airport,Amsterdam Airport Schiphol,3
